id	SARS-COV2_Mock	SARS-COV2_Mock	SARS-COV2_Mock	SARS-COV2	SARS-COV2	SARS-COV2	SARS-CoV-2_Rux	SARS-CoV-2_Rux	SARS-CoV-2_Rux
KIF5B	586	2636	1980	1267	1441	1495	2250	2283	1633
NCKAP1	652	3224	2459	841	846	945	1293	1332	967
HNRNPL	565	2599	2100	1249	1328	1360	1893	1945	1391
UBE2D3	445	1953	1668	1358	1425	1603	1881	2010	1450
SSR3	387	1971	1603	461	467	446	622	659	493
AHSA1	923	4214	3310	679	875	882	875	1059	811
GLUL	64	285	209	61	63	64	65	69	56
ANGPTL4	293	1229	1069	991	1256	1059	899	770	573
TUFM	588	3026	2422	479	487	467	726	643	607
ST13	725	3517	2718	708	795	784	1046	1169	836
ALCAM	758	3485	2818	370	441	381	539	509	441
TMED10	516	2277	2016	361	353	354	578	617	406
COL4A2	514	2551	1854	312	314	256	474	390	341
GALNT2	514	2524	2034	380	440	355	402	357	338
HMGB1	379	2021	1463	304	244	250	434	450	354
AES	349	1430	1357	369	376	364	513	489	390
PTMS	562	2182	1929	325	310	272	436	358	338
ILF2	548	2642	2024	920	981	1007	1338	1388	1068
SIK1	339	1800	1443	1272	1510	1672	1872	1584	1147
IDH1	999	4776	3993	464	468	372	632	526	467
KRT6B	0	0	2	0	0	0	1	1	0
ECE1	405	1902	1444	678	778	691	1125	993	724
PSMB4	568	2670	2224	691	733	672	929	907	690
PSMC4	961	4412	3629	943	1099	933	1410	1405	1063
CDC37	499	2337	1869	487	602	537	815	723	539
TUBB3	320	1959	1259	303	304	244	383	339	202
POLR2A	264	1226	830	729	754	653	992	979	843
CTSC	291	1438	1129	271	273	219	266	272	214
SLC38A1	677	3523	2712	616	578	658	1013	757	643
CCL2	72	289	293	613	795	790	2541	2097	1659
TAF15	261	1164	875	425	388	417	564	577	411
TNFRSF1A	479	2002	1742	547	475	403	566	472	371
TRIP12	546	2869	1999	1356	1307	1270	1657	1651	1217
CLDN1	284	1366	1263	448	390	377	615	461	453
ECH1	745	3338	3169	336	361	329	675	586	432
PFDN5	600	2638	2229	459	540	522	711	755	584
EHD2	590	2733	2229	588	619	547	784	785	589
H1F0	667	2970	2246	2236	2357	2197	3516	2645	2308
SON	584	2923	2092	2531	2704	2832	3863	3879	2676
PVR	498	2428	2026	1062	1150	1236	1825	1596	1306
ABCC1	670	3246	2389	1087	1156	982	1280	1123	870
ANXA3	364	1671	1489	330	299	304	493	486	348
GADD45B	60	213	224	311	465	550	476	392	308
WARS	381	1815	1330	732	698	435	342	300	239
LRPPRC	1049	5512	4208	906	976	1012	1483	1517	1143
DKK1	736	3427	2865	569	515	469	784	655	496
FKBP4	965	4933	4163	665	842	797	903	1176	899
PXN	162	749	660	196	228	193	281	269	231
MX1	11	80	42	1067	869	700	52	28	40
MCFD2	1021	4658	3819	617	612	509	866	820	634
SRSF2	539	2583	2251	936	911	945	1341	1404	1043
SRP14	569	2528	2098	478	526	524	697	798	552
PHB2	582	2823	2385	564	546	491	879	738	639
SLC16A3	662	3187	2739	428	455	439	638	527	392
KIAA0100	536	2274	1705	385	395	326	538	658	449
CERS2	691	3211	2767	689	717	610	978	912	666
PAICS	673	3064	2448	484	474	459	641	800	561
HNRNPR	555	2684	2080	573	620	597	826	868	644
ISG15	12	93	46	471	540	416	55	25	16
LUC7L3	739	3543	2788	2198	2695	2847	3681	4037	2768
HSPH1	818	4480	3427	1347	1691	1717	1501	2036	1482
COPB1	545	2680	2114	984	935	971	1445	1458	1018
CXCL2	46	205	211	2748	2910	3079	4897	4092	2828
RAB11A	591	2805	2449	694	768	853	1183	1282	895
SEC11A	609	2937	2568	768	910	939	1256	1450	1015
PTTG1IP	427	2060	1698	330	357	378	450	447	312
YME1L1	613	3064	2158	1004	1040	1042	1380	1545	1097
SEMA4B	344	1526	1344	1427	1721	1646	1313	1295	965
COPA	624	3031	2367	609	601	584	879	863	670
PRMT1	419	1907	1553	392	451	447	729	654	477
PSMA4	617	2966	2360	819	907	737	874	975	678
ARL6IP1	125	675	525	250	279	304	421	394	310
PTGS2	617	2459	2068	3887	3514	3773	4598	3759	2459
MIEN1	86	389	369	76	104	105	170	177	115
SUPT6H	917	4249	3124	1740	1877	1842	2636	2648	1810
ITGA5	718	3477	3009	1026	1246	1276	1226	1324	970
RSL1D1	657	2788	2170	849	911	916	1336	1320	1042
RRBP1	400	1924	1469	696	786	674	434	462	323
PPP1CB	613	3163	2851	1014	1168	1376	1615	1901	1335
H2AFZ	411	2454	1981	358	459	468	681	674	504
TM9SF3	777	3992	3418	688	782	898	1107	1332	898
C1QBP	537	2372	1847	349	325	288	451	403	328
CDV3	430	1805	1531	701	728	775	1108	1082	809
RAB1B	370	1716	1489	309	301	339	476	425	347
SERPINE2	747	3767	3104	670	767	735	653	741	558
ARF3	480	2030	1760	390	400	334	482	461	393
PNN	629	2948	2149	4631	5434	5725	7917	8909	5877
NRP2	616	2901	2312	536	541	385	615	541	518
HNRNPH3	361	1563	1329	1410	1678	1687	2257	2486	1590
FXYD5	110	604	434	168	177	156	235	224	145
ZFP36	113	540	361	1571	1873	1907	2971	2218	1724
RCN1	871	4213	3284	764	748	710	1045	972	800
PTP4A2	448	2106	1713	958	1058	1067	1423	1489	1112
TSKU	517	2443	2073	788	751	599	704	521	359
PPM1G	477	2324	1845	511	552	431	748	719	501
LIMA1	58	259	229	77	91	74	143	148	85
OS9	478	2269	1751	365	324	269	434	437	374
TNKS1BP1	403	1838	1398	933	967	936	1594	1248	849
EIF3I	235	1157	932	304	269	309	445	388	299
LAPTM4A	634	2788	2489	579	584	537	661	762	492
CTSZ	452	1884	1413	381	432	335	556	568	406
TJP1	262	1190	941	972	990	985	1378	1353	997
MPZL1	338	1423	1213	280	228	210	363	381	280
LAMP1	475	2172	1731	285	281	226	465	358	319
SOD1	597	3031	2391	362	400	357	492	557	353
F11R	234	1102	908	225	244	225	302	294	261
SPATS2L	494	2246	1934	573	649	616	558	587	489
CHD4	375	1580	1194	497	406	395	761	606	458
HM13	568	2653	2199	431	465	362	420	429	329
NOLC1	614	3351	2552	455	556	517	808	751	607
STAT3	659	3088	2439	884	886	843	1096	1128	866
KARS	394	1781	1393	366	390	359	490	505	381
SUPT5H	555	2673	2025	998	1123	982	1561	1385	1084
EIF6	542	2630	2319	314	317	294	437	390	287
FGFBP1	5	20	20	1	0	0	3	0	4
PAPOLA	758	3501	2739	912	968	1173	1309	1540	1109
NARS	563	2649	2112	466	495	532	827	785	552
CAPZB	409	1923	1712	249	260	272	347	413	278
WNK1	590	2570	1854	689	670	600	955	810	693
IFITM3	11	85	61	182	210	129	14	10	12
SRXN1	719	3876	2966	709	717	650	1199	1032	878
PDLIM5	744	3435	3033	617	646	640	947	863	754
DAZAP2	194	701	679	640	677	703	888	1112	656
ODC1	381	2130	1550	2309	2771	2959	3969	4412	3125
GPX1	310	1895	1557	176	209	173	328	175	153
PSME3	454	2308	1903	674	663	637	996	1025	789
DAG1	565	2487	1897	300	296	240	505	461	376
GLG1	588	2837	2260	321	297	263	520	506	333
HYOU1	347	1653	1190	156	137	129	295	217	184
SERINC2	149	770	717	227	222	219	234	188	152
EPS8L2	485	2160	1715	339	405	376	708	508	425
SERPINB2	0	5	0	1	0	0	1	5	3
DCTN1	453	1883	1467	319	306	262	518	444	361
TRIM16	561	2566	2211	490	427	347	730	570	499
SUPT16H	665	3177	2117	642	674	692	1106	1163	849
PEBP1	462	2216	1858	201	228	210	320	285	223
CKAP4	350	1437	1111	493	446	402	589	562	408
VPS35	497	2403	1936	525	563	506	750	846	614
ERRFI1	939	3959	3379	3233	4084	4531	3856	4470	2956
EIF2S2	233	1117	934	401	443	415	630	572	405
NOP56	673	2947	2413	754	710	626	966	1027	822
MAPRE1	606	3321	2581	640	776	798	1042	1094	799
GRB7	13	39	46	23	25	26	36	30	16
UBA2	591	3028	2401	1385	1619	1762	2173	2623	1806
PDCD6IP	562	2557	1943	568	650	618	807	927	653
GABARAP	504	2351	2163	829	972	907	1453	1381	934
SLC6A6	823	3769	2871	927	1093	1140	1467	1974	1308
CS	387	2087	1550	385	379	317	557	556	438
PTPN11	600	2534	1909	486	527	578	736	844	620
CKAP5	384	1776	1164	506	498	449	809	768	576
DHX15	324	1571	1221	922	1122	1057	1423	1594	1126
UBE2Z	395	1772	1366	854	858	761	951	912	707
ARF4	351	1777	1719	454	550	539	683	742	583
PFN2	610	2983	2349	494	495	522	692	834	673
SF3B3	587	2878	2202	942	945	851	1320	1454	1053
HNRNPD	428	1695	1335	728	850	822	1023	1111	843
PSMD1	605	2867	2211	488	532	485	729	888	543
ZNFX1	240	1214	903	1873	1689	1479	1187	1041	870
CHD2	281	1304	948	4717	5414	5515	7896	8040	5362
ANP32A	544	2518	1980	315	329	336	532	529	358
CYR61	164	814	684	289	342	329	468	477	378
EPRS	399	2232	1500	307	275	312	611	517	385
G3BP2	723	3173	2450	482	568	649	765	972	664
SMARCE1	410	1722	1334	615	674	683	964	1009	706
TPR	563	2579	1849	1587	1685	1628	2351	2188	1531
CHMP4B	274	1256	1006	532	566	613	794	731	485
CSE1L	396	2203	1561	298	321	312	536	581	439
TMOD3	708	2920	2396	636	659	635	838	835	690
SSR2	408	1864	1636	363	345	308	473	529	348
SERPINH1	946	3964	3637	275	316	247	346	364	323
PSMA6	549	2530	2028	829	957	919	1114	1221	860
HMOX1	487	2344	2233	657	699	625	647	540	495
COPB2	370	1680	1344	424	422	364	635	610	476
UBAP2L	315	1435	1214	412	441	400	692	647	448
CYBA	236	1030	843	68	62	66	102	73	59
PSMB3	454	1922	1677	174	158	170	208	223	151
EIF3M	413	2059	1658	715	731	808	1059	1101	794
NUCB1	550	2727	2125	415	420	368	434	369	287
IL1RN	0	5	3	6	3	3	2	2	2
STRAP	467	2359	1983	666	678	753	948	987	733
FNDC3B	640	3129	2485	821	946	1014	1176	1257	974
IFI6	71	334	184	1063	1129	793	122	36	27
GIPC1	294	1375	1103	118	138	132	246	182	136
CFLAR	249	1327	959	560	554	523	826	681	536
HK1	220	1036	768	273	279	235	258	277	211
IMPDH2	363	1730	1224	281	317	331	509	496	373
NRBP1	622	2767	2231	726	760	671	806	888	547
NMT1	480	2130	1808	677	683	710	938	985	707
PICALM	428	1951	1630	755	786	789	1054	1132	875
SPAG9	523	2468	1720	1915	2194	2418	3332	3593	2334
LRRFIP1	400	1712	1269	392	449	492	605	626	480
PNP	166	995	754	221	215	187	264	273	196
TPD52L2	423	2197	1877	320	334	295	364	430	309
PSMD11	452	1931	1604	754	827	829	1044	1168	783
ARPP19	343	1554	1374	983	1129	1396	1754	1927	1327
PRDX3	703	3978	3395	308	312	319	438	436	401
ETS2	105	375	404	881	755	862	975	821	533
POLR2L	419	2005	1469	152	200	160	277	175	169
CSNK1D	493	2335	1904	1039	1020	1096	1625	1616	1061
UQCRH	399	1929	1557	249	261	248	345	369	277
C1orf43	231	1073	898	529	581	484	841	789	520
COPZ1	576	2633	2235	516	502	507	822	831	600
FDCSP	0	0	0	0	0	0	0	0	0
ZNF207	406	1975	1525	914	937	882	1252	1184	975
UQCRC2	506	2303	1868	646	733	724	1046	1106	825
PRKCSH	334	1753	1236	187	203	170	336	241	203
SRSF5	410	1851	1464	1371	1688	1710	2170	2357	1653
TSC22D1	773	3339	2919	3521	3736	4522	5318	6109	3671
IGF1R	311	1626	1255	610	577	579	780	798	579
PYGL	440	2002	1472	440	480	464	510	463	432
RHOB	520	2433	2059	1568	1638	1934	3037	2756	2004
TFG	485	2127	1880	726	733	787	1043	1043	788
LRP10	343	1653	1284	459	458	406	535	318	316
BLVRB	575	3006	2528	348	447	385	583	481	300
NCOA3	522	2417	1966	1518	1640	1699	2015	2002	1524
ACIN1	370	1726	1409	1024	1008	1071	1557	1407	1053
SEC31A	342	1678	1347	279	299	278	453	400	343
ACACA	324	1596	1206	278	275	270	482	486	378
GOT2	370	2050	1571	361	331	308	520	459	366
ARPC5	550	2619	2184	422	469	522	628	683	487
NRP1	397	1679	1459	695	620	570	605	599	431
ERGIC3	413	1934	1628	482	516	416	745	680	548
NCOR2	175	990	690	286	348	355	517	423	270
KHDRBS1	382	1892	1472	399	415	398	489	487	417
HMGN1	263	1239	948	514	601	602	821	932	637
PRPF40A	596	2833	2093	1651	1836	2005	2549	2944	2185
GPC1	455	2616	1833	171	159	170	457	235	207
APEX1	376	1514	1340	358	342	329	488	462	379
PPA1	322	1518	1311	411	429	426	405	409	325
PARK7	397	2123	1860	254	316	313	447	457	338
SSB	429	1825	1270	521	555	549	772	823	595
TARDBP	435	2061	1646	941	1138	1120	1561	1693	1293
PLD3	526	2526	1913	278	285	254	456	354	310
LTA4H	314	1512	1186	270	258	258	413	440	331
STAT6	351	1482	1350	471	472	413	536	456	373
COL5A2	1738	7362	6846	1106	972	845	1221	1132	826
IARS2	414	2047	1611	361	314	290	468	556	394
MSMO1	219	891	785	158	188	171	258	243	249
SF1	354	1804	1421	686	700	631	1034	939	668
ANTXR1	356	1689	1188	193	173	146	236	223	206
CYFIP1	408	1838	1398	533	505	508	767	781	557
EFTUD2	556	2689	2149	393	386	388	501	526	434
THRAP3	341	1636	1234	546	544	539	771	802	582
RALY	278	1478	1158	241	278	234	364	344	277
GNAI2	181	766	577	141	126	104	129	141	106
PSMB2	468	1964	1648	324	329	267	360	391	298
SUMO2	678	2611	2370	707	770	788	1122	1301	875
NPLOC4	435	2210	1635	551	528	529	796	792	573
PCNA	714	3538	2547	775	859	657	1127	1029	933
DDX42	516	2368	1852	944	941	961	1442	1448	1074
MDH1	735	3724	3130	377	404	401	631	691	497
SUMO1	437	1982	1537	526	578	566	692	679	558
TOMM20	542	2496	2234	306	336	323	505	563	379
DHCR7	199	864	760	121	114	93	212	183	202
TXNDC17	295	1629	1307	293	300	289	327	337	285
CRIP1	656	3124	2845	308	327	294	613	449	371
NUMA1	266	1178	931	382	410	373	689	553	429
MKI67	78	403	202	120	114	88	191	129	145
DDX1	491	2271	1776	533	538	521	732	793	610
ZNF146	457	2244	1765	1071	1199	1212	1930	2094	1420
ABHD2	662	2982	2301	485	407	354	984	862	665
CPD	656	3102	2177	477	457	429	693	621	487
C11orf58	542	2379	1943	805	954	1041	1372	1532	1036
BTG1	305	1462	1272	2543	3214	3962	3637	3866	2788
DNAJC10	396	1805	1434	348	391	356	595	618	470
FOS	52	254	186	335	385	443	486	508	332
TIMP2	323	1692	1331	286	258	242	201	221	174
GRAMD1A	352	1742	1562	627	612	611	779	544	450
LTBR	345	1652	1410	471	465	386	575	400	356
DDX24	445	2029	1630	1078	1230	1321	1625	1912	1294
ADAM15	325	1587	1147	168	203	165	294	262	205
NCOA4	476	2461	1810	745	797	802	1095	1086	903
GOLGA4	707	3096	2149	2094	2101	2209	3395	3231	2493
PSMB5	599	2870	2463	240	254	207	352	382	260
STT3A	289	1435	1243	275	270	259	410	467	328
AKT2	388	1826	1554	546	491	481	718	566	498
PSMC5	542	2353	1912	362	374	362	546	535	407
SARS	450	2137	1632	289	358	372	597	524	416
ALDH3A2	785	3529	2540	265	237	182	447	448	320
ADAMTS1	1	7	9	7	3	3	3	5	4
CNN2	304	1479	1244	284	283	258	433	389	314
PAFAH1B1	478	2434	1861	867	903	1085	1447	1650	1138
MMP1	4	17	7	3	3	10	3	6	2
LGALS3	241	854	790	226	204	178	262	219	179
ACTR1A	334	1636	1347	334	320	323	462	470	365
RCC2	368	1851	1498	299	283	245	478	353	307
SREBF1	229	1142	962	224	228	231	409	271	196
SAE1	419	2050	1565	310	382	340	536	533	349
IPO5	439	2216	1616	363	426	412	590	601	468
MAP7D1	135	650	511	180	202	216	254	205	169
PALLD	496	2413	1975	622	628	611	1008	950	681
GUK1	157	815	626	121	194	204	220	197	138
ZFAS1	398	1651	1410	824	1042	1096	1094	1245	889
TM7SF3	587	2839	2279	304	350	270	532	499	427
GPX4	200	1007	881	158	179	170	314	231	201
PSMA1	554	2438	2042	677	777	761	908	1134	728
CAPZA1	348	1575	1267	437	522	515	673	714	533
SCARB2	370	1985	1440	461	449	371	348	309	250
ARL4C	704	2890	2622	1658	1652	1801	2302	2043	1383
RANGAP1	219	1331	1087	375	387	363	508	428	329
OPTN	277	1324	969	900	937	762	912	767	640
TRIM25	259	1317	948	1335	1286	1155	495	382	359
IRF2BP2	262	1121	924	562	637	592	953	813	628
PGAM1	705	3220	2803	791	913	969	959	1233	1022
CST3	410	1979	1720	312	282	252	336	327	261
UBE2I	340	1418	1176	359	411	370	591	602	395
BCL9L	184	863	635	478	485	379	811	553	401
ADIPOR1	326	1429	1100	368	403	415	591	692	460
PIEZO1	181	1107	732	314	360	326	595	436	303
NFE2L2	302	1537	1266	1985	2171	2109	2727	2697	2039
RND3	367	1583	1540	1550	1659	1878	1424	1441	1043
GAS5	194	1056	981	593	710	798	998	961	675
SRSF6	372	2138	1630	1386	1507	1530	2183	2198	1750
CDC42BPB	444	2246	1777	487	486	415	690	622	436
SREBF2	187	903	746	183	209	219	363	275	232
TUG1	564	2612	2054	1617	1674	1676	2509	2353	1856
MLPH	387	1728	1547	370	292	285	721	512	424
IRF6	2	6	3	0	2	2	2	1	0
PLSCR1	112	526	402	944	900	846	280	208	182
PARP14	175	889	592	1597	1517	1200	375	242	222
MARS	404	2021	1606	428	468	437	679	553	427
ATP1B3	322	1517	1150	292	269	257	361	387	322
ETFA	598	2987	2350	505	497	533	751	786	579
NPEPPS	648	3039	2551	1179	1344	1358	1619	1805	1244
AUP1	473	2089	1776	603	692	674	1007	832	727
CYB5R3	202	958	779	168	189	164	259	222	167
APMAP	570	2654	2103	252	242	208	394	438	307
SLC25A39	270	1532	1072	191	242	232	368	275	264
MIF	0	0	0	0	0	0	0	0	0
CMIP	163	840	669	444	474	486	651	697	478
XRN2	585	2631	1964	923	997	1023	1280	1348	916
NDUFS5	314	1633	1342	256	251	248	364	384	304
ATIC	467	2134	1700	293	324	265	414	427	346
PPP1CA	354	1715	1380	231	186	162	291	298	240
WAC	401	1748	1434	1421	1615	1635	2253	2422	1693
NGRN	304	1291	1160	475	524	524	615	663	465
TIPARP	231	1011	783	4170	4342	4517	7910	8295	5908
COL18A1	298	1714	1255	189	164	162	375	265	206
PTGFRN	117	467	341	86	72	50	102	113	80
PARP1	289	1599	1077	198	204	179	328	329	233
EHF	62	185	218	36	18	17	38	23	24
VDAC2	338	2067	1640	807	846	950	1113	1237	902
STT3B	519	2367	1820	400	385	327	532	614	437
LMAN1	259	1412	1045	263	301	362	366	425	345
PLOD1	808	3784	3008	489	479	410	649	770	480
YWHAH	284	1231	1046	337	357	330	508	556	428
GADD45A	138	640	536	720	946	946	1512	1257	1056
RTN3	542	2594	2077	364	371	352	500	550	432
FKBP8	243	958	887	135	140	155	230	169	129
VASP	193	899	811	275	301	307	455	362	300
ADAM10	596	2940	2395	419	404	407	558	552	455
SLC39A1	348	1656	1455	471	620	529	815	579	545
ZDHHC5	377	2064	1636	480	480	427	746	743	560
NCOR1	478	2128	1566	576	521	533	791	680	611
AXL	284	1269	1150	694	657	610	839	658	564
NAP1L4	356	1817	1399	439	477	467	681	696	549
SEC24C	361	1791	1375	568	695	678	925	930	653
ARCN1	308	1467	1147	469	481	449	721	692	523
RAB6A	298	1310	1105	513	522	614	717	873	672
ABR	287	1518	1177	514	515	535	1080	851	616
MAVS	536	2497	1893	484	444	349	701	632	548
SNX5	772	3847	3075	722	778	756	1133	1168	829
PARD3	407	1661	1500	650	570	508	852	827	574
TOP2B	493	2213	1506	614	628	650	857	1107	762
ATP2C1	370	1758	1425	287	353	317	398	498	372
SYNGR2	332	1606	1295	233	231	232	432	364	278
BRK1	386	1686	1417	491	601	583	772	864	613
GNG12	327	1466	1301	322	288	338	544	551	413
IL1B	21	19	18	23	29	23	23	69	47
CDC42SE1	248	1206	942	767	749	743	1057	1008	776
HEXIM1	438	1761	1418	693	776	783	1146	957	830
CDCP1	228	1291	1069	632	617	585	705	613	532
COPG1	272	1296	1077	229	197	174	281	273	204
TM9SF2	488	2267	1942	353	349	313	447	550	388
PSMD4	333	1536	1279	272	308	222	435	395	283
UGP2	529	2557	2220	604	678	690	637	742	541
BAZ2A	320	1392	1218	776	793	664	1007	881	698
STAU1	365	1586	1276	632	639	748	707	682	486
CNDP2	248	1135	986	187	202	181	281	245	200
PSMD13	368	1777	1502	394	407	388	469	526	413
TRAP1	361	1544	1173	122	128	122	256	229	165
SRSF7	416	2229	1774	897	993	986	1324	1347	1020
ARF6	369	1640	1463	1318	1455	1465	1953	1765	1256
CCDC47	688	3157	2446	675	784	828	1034	1238	844
LSM14A	541	2462	1991	1020	1045	1037	1495	1460	1109
RBCK1	310	1702	1339	784	865	907	913	671	531
RNH1	245	1138	944	150	174	154	254	185	132
NME4	299	1254	1116	198	260	231	383	296	267
CLPTM1	354	1844	1356	298	331	310	544	512	377
ANKRD11	270	1641	1138	952	1060	1131	1920	1717	1119
CHP1	371	1941	1610	489	463	418	535	517	436
FAM107B	684	3376	2894	1105	1275	1377	1503	1976	1262
NUFIP2	543	2831	2124	1402	1396	1506	1963	2007	1625
PSMD7	463	2095	1620	490	599	621	792	895	569
UQCRC1	267	1569	1272	223	267	223	370	317	265
FSTL3	157	917	783	365	458	470	895	646	541
FXR1	396	1813	1432	750	903	952	1040	1301	935
ENSA	329	1493	1215	593	635	635	932	878	648
FAM168B	433	1999	1474	583	701	695	1159	1191	847
ERP29	208	973	829	196	187	154	314	220	188
PLEKHB2	501	2647	2068	883	1095	1347	1462	1668	1206
HSBP1	530	2440	2113	318	384	407	435	530	403
LENG8	206	1046	899	475	582	590	895	760	524
APH1A	272	1428	1339	473	472	452	624	569	441
NBR1	288	1286	890	677	713	740	1048	1014	720
C1orf116	56	191	208	68	71	62	121	124	83
RDH11	457	1999	1664	367	382	378	603	540	448
MINK1	293	1309	1044	238	263	217	395	356	250
UQCRFS1	500	2426	2023	855	934	906	1288	1271	963
DYNC1LI2	377	1954	1532	459	474	463	713	677	529
EFHD2	349	1818	1628	744	1022	1160	1309	1359	913
SLC20A1	302	1597	1300	844	828	875	1529	1414	959
OAS1	74	386	346	1439	1315	1054	179	102	107
FXYD3	0	5	4	0	2	0	1	1	1
SDF4	283	1251	884	235	233	208	409	304	230
SEC62	360	1797	1425	418	466	614	672	671	517
AK2	348	1596	1335	481	636	725	676	877	656
SHISA5	232	992	856	286	298	292	340	245	228
PSMB6	392	1738	1393	244	233	232	359	331	266
OST4	423	1725	1424	163	198	158	246	232	171
AKT1	312	1686	1110	311	299	316	394	372	278
ANKLE2	196	1119	922	897	1024	1088	1390	1446	1019
GRB2	356	1695	1276	352	330	373	459	483	376
LAD1	3	7	4	1	2	0	2	1	5
INF2	252	1299	945	253	252	219	483	319	254
FSTL1	345	1751	1362	309	338	283	223	223	165
IMMT	528	2447	1864	428	425	405	559	589	467
PDCD5	392	1797	1396	596	744	727	809	800	577
TMEM132A	136	987	754	184	223	197	256	149	130
KIFC3	181	938	742	330	289	255	425	226	201
TRA2B	380	2083	1586	930	993	1051	1319	1579	1051
B4GALT5	526	2287	1988	973	1011	942	1390	1256	933
NOP10	482	2150	1905	379	375	333	506	526	389
ATP13A3	414	2164	1743	776	824	873	1045	1002	833
DYNC1I2	362	1528	1338	465	488	494	660	727	522
IFI16	16	103	80	416	308	238	48	29	20
NT5C2	434	2178	1444	619	583	599	796	803	564
EMP1	64	287	272	114	121	104	120	142	88
SNRPD3	270	1359	1060	273	346	307	431	434	300
ADRM1	242	1308	990	197	244	247	362	300	224
SLTM	449	2084	1672	822	861	847	1185	1364	882
PKP1	0	0	0	1	0	0	1	0	0
UBE2L3	266	976	843	206	211	205	289	278	219
GJB2	5	45	41	24	25	26	25	15	13
TOP1	315	1552	1137	833	847	830	1107	1173	825
KRT16	7	17	10	7	9	8	2	2	3
RPS27L	1096	4942	4411	1166	1562	1513	1935	1891	1649
CAB39	279	1262	1136	672	715	727	835	839	617
EI24	223	1079	948	300	343	327	532	551	458
USP7	318	1520	1124	998	1088	1104	1667	1759	1166
MTHFD1	294	1510	1056	151	166	153	289	250	206
PSME2	380	1942	1577	568	574	469	495	369	334
GALNT1	644	3316	2585	367	381	386	607	650	503
CDC25B	264	1329	1017	576	473	388	606	490	326
WWTR1	535	2444	2121	503	473	389	672	580	480
PPP1CC	385	1704	1298	711	820	851	1156	1346	984
ANXA7	319	1544	1177	294	369	307	502	469	410
SCARB1	949	4270	3554	809	803	743	1039	999	817
COX5B	253	1273	1098	109	166	150	169	142	96
NUDC	411	1910	1546	267	317	270	384	381	341
RAB5B	200	959	785	270	281	230	405	423	323
RANBP2	453	2038	1565	960	997	935	1533	1541	1109
ZC3H11A	317	1577	1223	1419	1578	1650	2508	2406	1708
IL1A	5	46	29	461	507	561	482	332	291
APOL1	344	1344	1284	1046	1052	654	228	188	135
LMNB2	165	765	527	156	185	199	321	221	189
BAG3	212	1099	928	394	448	433	508	488	409
MTA2	300	1393	1134	688	730	628	1100	941	803
RUVBL2	416	2051	1486	239	302	293	418	346	252
OLA1	369	1955	1535	519	563	578	788	881	635
RDX	303	1542	1202	310	324	312	529	519	398
IST1	319	1547	1264	801	983	884	1234	1309	960
ALDH3B1	380	1798	1475	243	214	203	359	307	220
FUBP1	357	1643	1312	578	634	623	873	858	688
U2SURP	501	2352	1804	850	868	1029	1357	1434	998
ETS1	40	283	240	320	380	340	475	446	391
AP3D1	285	1329	1068	350	331	364	568	489	343
ESYT1	388	2053	1577	289	252	219	389	380	329
OASL	3	11	7	876	756	545	40	18	15
S100A8	1	1	0	0	0	0	0	0	0
ZBTB38	335	1359	1098	809	731	827	1114	952	724
DDX23	348	1690	1390	512	449	472	732	729	544
ST14	1	2	2	0	1	0	1	1	3
CIB1	355	1821	1654	554	735	731	591	687	516
KPNA4	320	1577	1270	922	1025	1020	1394	1477	1132
EIF3F	245	1234	981	289	359	326	480	473	356
SLC7A11	473	2269	1756	189	191	177	355	243	199
LSR	51	222	143	64	59	50	96	87	59
NPTN	482	2159	1784	459	453	534	700	704	561
