id	Series16_A549-ACE2_SARS-CoV-2_1	Series16_A549-ACE2_SARS-CoV-2_2	Series16_A549-ACE2_SARS-CoV-2_3	Series16_A549-ACE2_SARS-CoV-2_Rux_1	Series16_A549-ACE2_SARS-CoV-2_Rux_2	Series16_A549-ACE2_SARS-CoV-2_Rux_3
POLR2L	152	200	160	277	175	169
CSNK1D	1039	1020	1096	1625	1616	1061
UQCRH	249	261	248	345	369	277
C1orf43	529	581	484	841	789	520
COPZ1	516	502	507	822	831	600
FDCSP	0	0	0	0	0	0
ZNF207	914	937	882	1252	1184	975
UQCRC2	646	733	724	1046	1106	825
PRKCSH	187	203	170	336	241	203
SRSF5	1371	1688	1710	2170	2357	1653
TSC22D1	3521	3736	4522	5318	6109	3671
IGF1R	610	577	579	780	798	579
PYGL	440	480	464	510	463	432
RHOB	1568	1638	1934	3037	2756	2004
TFG	726	733	787	1043	1043	788
LRP10	459	458	406	535	318	316
BLVRB	348	447	385	583	481	300
NCOA3	1518	1640	1699	2015	2002	1524
ACIN1	1024	1008	1071	1557	1407	1053
SEC31A	279	299	278	453	400	343
ACACA	278	275	270	482	486	378
GOT2	361	331	308	520	459	366
ARPC5	422	469	522	628	683	487
NRP1	695	620	570	605	599	431
ERGIC3	482	516	416	745	680	548
NCOR2	286	348	355	517	423	270
KHDRBS1	399	415	398	489	487	417
HMGN1	514	601	602	821	932	637
PRPF40A	1651	1836	2005	2549	2944	2185
GPC1	171	159	170	457	235	207
APEX1	358	342	329	488	462	379
PPA1	411	429	426	405	409	325
PARK7	254	316	313	447	457	338
SSB	521	555	549	772	823	595
TARDBP	941	1138	1120	1561	1693	1293
PLD3	278	285	254	456	354	310
LTA4H	270	258	258	413	440	331
STAT6	471	472	413	536	456	373
COL5A2	1106	972	845	1221	1132	826
IARS2	361	314	290	468	556	394
MSMO1	158	188	171	258	243	249
SF1	686	700	631	1034	939	668
ANTXR1	193	173	146	236	223	206
CYFIP1	533	505	508	767	781	557
EFTUD2	393	386	388	501	526	434
THRAP3	546	544	539	771	802	582
RALY	241	278	234	364	344	277
GNAI2	141	126	104	129	141	106
PSMB2	324	329	267	360	391	298
SUMO2	707	770	788	1122	1301	875
NPLOC4	551	528	529	796	792	573
PCNA	775	859	657	1127	1029	933
DDX42	944	941	961	1442	1448	1074
MDH1	377	404	401	631	691	497
SUMO1	526	578	566	692	679	558
TOMM20	306	336	323	505	563	379
DHCR7	121	114	93	212	183	202
TXNDC17	293	300	289	327	337	285
CRIP1	308	327	294	613	449	371
NUMA1	382	410	373	689	553	429
MKI67	120	114	88	191	129	145
DDX1	533	538	521	732	793	610
ZNF146	1071	1199	1212	1930	2094	1420
ABHD2	485	407	354	984	862	665
CPD	477	457	429	693	621	487
C11orf58	805	954	1041	1372	1532	1036
BTG1	2543	3214	3962	3637	3866	2788
DNAJC10	348	391	356	595	618	470
FOS	335	385	443	486	508	332
TIMP2	286	258	242	201	221	174
GRAMD1A	627	612	611	779	544	450
LTBR	471	465	386	575	400	356
DDX24	1078	1230	1321	1625	1912	1294
ADAM15	168	203	165	294	262	205
NCOA4	745	797	802	1095	1086	903
GOLGA4	2094	2101	2209	3395	3231	2493
PSMB5	240	254	207	352	382	260
STT3A	275	270	259	410	467	328
AKT2	546	491	481	718	566	498
PSMC5	362	374	362	546	535	407
SARS	289	358	372	597	524	416
ALDH3A2	265	237	182	447	448	320
ADAMTS1	7	3	3	3	5	4
CNN2	284	283	258	433	389	314
PAFAH1B1	867	903	1085	1447	1650	1138
MMP1	3	3	10	3	6	2
LGALS3	226	204	178	262	219	179
ACTR1A	334	320	323	462	470	365
RCC2	299	283	245	478	353	307
SREBF1	224	228	231	409	271	196
SAE1	310	382	340	536	533	349
IPO5	363	426	412	590	601	468
MAP7D1	180	202	216	254	205	169
PALLD	622	628	611	1008	950	681
GUK1	121	194	204	220	197	138
ZFAS1	824	1042	1096	1094	1245	889
TM7SF3	304	350	270	532	499	427
GPX4	158	179	170	314	231	201
PSMA1	677	777	761	908	1134	728
CAPZA1	437	522	515	673	714	533
SCARB2	461	449	371	348	309	250
ARL4C	1658	1652	1801	2302	2043	1383
RANGAP1	375	387	363	508	428	329
OPTN	900	937	762	912	767	640
TRIM25	1335	1286	1155	495	382	359
IRF2BP2	562	637	592	953	813	628
PGAM1	791	913	969	959	1233	1022
CST3	312	282	252	336	327	261
UBE2I	359	411	370	591	602	395
BCL9L	478	485	379	811	553	401
ADIPOR1	368	403	415	591	692	460
PIEZO1	314	360	326	595	436	303
NFE2L2	1985	2171	2109	2727	2697	2039
RND3	1550	1659	1878	1424	1441	1043
GAS5	593	710	798	998	961	675
SRSF6	1386	1507	1530	2183	2198	1750
CDC42BPB	487	486	415	690	622	436
SREBF2	183	209	219	363	275	232
TUG1	1617	1674	1676	2509	2353	1856
MLPH	370	292	285	721	512	424
IRF6	0	2	2	2	1	0
PLSCR1	944	900	846	280	208	182
PARP14	1597	1517	1200	375	242	222
MARS	428	468	437	679	553	427
ATP1B3	292	269	257	361	387	322
ETFA	505	497	533	751	786	579
NPEPPS	1179	1344	1358	1619	1805	1244
AUP1	603	692	674	1007	832	727
CYB5R3	168	189	164	259	222	167
APMAP	252	242	208	394	438	307
SLC25A39	191	242	232	368	275	264
MIF	0	0	0	0	0	0
CMIP	444	474	486	651	697	478
XRN2	923	997	1023	1280	1348	916
NDUFS5	256	251	248	364	384	304
ATIC	293	324	265	414	427	346
PPP1CA	231	186	162	291	298	240
WAC	1421	1615	1635	2253	2422	1693
NGRN	475	524	524	615	663	465
TIPARP	4170	4342	4517	7910	8295	5908
COL18A1	189	164	162	375	265	206
PTGFRN	86	72	50	102	113	80
PARP1	198	204	179	328	329	233
EHF	36	18	17	38	23	24
VDAC2	807	846	950	1113	1237	902
STT3B	400	385	327	532	614	437
LMAN1	263	301	362	366	425	345
PLOD1	489	479	410	649	770	480
YWHAH	337	357	330	508	556	428
GADD45A	720	946	946	1512	1257	1056
RTN3	364	371	352	500	550	432
FKBP8	135	140	155	230	169	129
VASP	275	301	307	455	362	300
ADAM10	419	404	407	558	552	455
SLC39A1	471	620	529	815	579	545
ZDHHC5	480	480	427	746	743	560
NCOR1	576	521	533	791	680	611
AXL	694	657	610	839	658	564
NAP1L4	439	477	467	681	696	549
SEC24C	568	695	678	925	930	653
ARCN1	469	481	449	721	692	523
RAB6A	513	522	614	717	873	672
ABR	514	515	535	1080	851	616
MAVS	484	444	349	701	632	548
SNX5	722	778	756	1133	1168	829
PARD3	650	570	508	852	827	574
TOP2B	614	628	650	857	1107	762
ATP2C1	287	353	317	398	498	372
SYNGR2	233	231	232	432	364	278
BRK1	491	601	583	772	864	613
GNG12	322	288	338	544	551	413
IL1B	23	29	23	23	69	47
CDC42SE1	767	749	743	1057	1008	776
HEXIM1	693	776	783	1146	957	830
CDCP1	632	617	585	705	613	532
COPG1	229	197	174	281	273	204
TM9SF2	353	349	313	447	550	388
PSMD4	272	308	222	435	395	283
UGP2	604	678	690	637	742	541
BAZ2A	776	793	664	1007	881	698
STAU1	632	639	748	707	682	486
CNDP2	187	202	181	281	245	200
PSMD13	394	407	388	469	526	413
TRAP1	122	128	122	256	229	165
SRSF7	897	993	986	1324	1347	1020
ARF6	1318	1455	1465	1953	1765	1256
CCDC47	675	784	828	1034	1238	844
LSM14A	1020	1045	1037	1495	1460	1109
RBCK1	784	865	907	913	671	531
RNH1	150	174	154	254	185	132
NME4	198	260	231	383	296	267
CLPTM1	298	331	310	544	512	377
ANKRD11	952	1060	1131	1920	1717	1119
CHP1	489	463	418	535	517	436
FAM107B	1105	1275	1377	1503	1976	1262
NUFIP2	1402	1396	1506	1963	2007	1625
PSMD7	490	599	621	792	895	569
UQCRC1	223	267	223	370	317	265
FSTL3	365	458	470	895	646	541
FXR1	750	903	952	1040	1301	935
ENSA	593	635	635	932	878	648
FAM168B	583	701	695	1159	1191	847
ERP29	196	187	154	314	220	188
PLEKHB2	883	1095	1347	1462	1668	1206
HSBP1	318	384	407	435	530	403
LENG8	475	582	590	895	760	524
APH1A	473	472	452	624	569	441
NBR1	677	713	740	1048	1014	720
C1orf116	68	71	62	121	124	83
RDH11	367	382	378	603	540	448
MINK1	238	263	217	395	356	250
UQCRFS1	855	934	906	1288	1271	963
DYNC1LI2	459	474	463	713	677	529
EFHD2	744	1022	1160	1309	1359	913
SLC20A1	844	828	875	1529	1414	959
OAS1	1439	1315	1054	179	102	107
FXYD3	0	2	0	1	1	1
SDF4	235	233	208	409	304	230
SEC62	418	466	614	672	671	517
AK2	481	636	725	676	877	656
SHISA5	286	298	292	340	245	228
PSMB6	244	233	232	359	331	266
OST4	163	198	158	246	232	171
AKT1	311	299	316	394	372	278
ANKLE2	897	1024	1088	1390	1446	1019
GRB2	352	330	373	459	483	376
LAD1	1	2	0	2	1	5
INF2	253	252	219	483	319	254
FSTL1	309	338	283	223	223	165
IMMT	428	425	405	559	589	467
PDCD5	596	744	727	809	800	577
TMEM132A	184	223	197	256	149	130
KIFC3	330	289	255	425	226	201
TRA2B	930	993	1051	1319	1579	1051
B4GALT5	973	1011	942	1390	1256	933
NOP10	379	375	333	506	526	389
ATP13A3	776	824	873	1045	1002	833
DYNC1I2	465	488	494	660	727	522
IFI16	416	308	238	48	29	20
NT5C2	619	583	599	796	803	564
EMP1	114	121	104	120	142	88
SNRPD3	273	346	307	431	434	300
ADRM1	197	244	247	362	300	224
SLTM	822	861	847	1185	1364	882
PKP1	1	0	0	1	0	0
UBE2L3	206	211	205	289	278	219
GJB2	24	25	26	25	15	13
TOP1	833	847	830	1107	1173	825
KRT16	7	9	8	2	2	3
RPS27L	1166	1562	1513	1935	1891	1649
CAB39	672	715	727	835	839	617
EI24	300	343	327	532	551	458
USP7	998	1088	1104	1667	1759	1166
MTHFD1	151	166	153	289	250	206
PSME2	568	574	469	495	369	334
GALNT1	367	381	386	607	650	503
CDC25B	576	473	388	606	490	326
WWTR1	503	473	389	672	580	480
PPP1CC	711	820	851	1156	1346	984
ANXA7	294	369	307	502	469	410
SCARB1	809	803	743	1039	999	817
COX5B	109	166	150	169	142	96
NUDC	267	317	270	384	381	341
RAB5B	270	281	230	405	423	323
RANBP2	960	997	935	1533	1541	1109
ZC3H11A	1419	1578	1650	2508	2406	1708
IL1A	461	507	561	482	332	291
APOL1	1046	1052	654	228	188	135
LMNB2	156	185	199	321	221	189
BAG3	394	448	433	508	488	409
MTA2	688	730	628	1100	941	803
RUVBL2	239	302	293	418	346	252
OLA1	519	563	578	788	881	635
RDX	310	324	312	529	519	398
IST1	801	983	884	1234	1309	960
ALDH3B1	243	214	203	359	307	220
FUBP1	578	634	623	873	858	688
U2SURP	850	868	1029	1357	1434	998
ETS1	320	380	340	475	446	391
AP3D1	350	331	364	568	489	343
ESYT1	289	252	219	389	380	329
OASL	876	756	545	40	18	15
S100A8	0	0	0	0	0	0
ZBTB38	809	731	827	1114	952	724
DDX23	512	449	472	732	729	544
ST14	0	1	0	1	1	3
CIB1	554	735	731	591	687	516
KPNA4	922	1025	1020	1394	1477	1132
EIF3F	289	359	326	480	473	356
SLC7A11	189	191	177	355	243	199
LSR	64	59	50	96	87	59
NPTN	459	453	534	700	704	561
NFKB2	1298	1472	1504	2305	1857	1363
ANO6	713	784	890	1250	1465	983
POLDIP2	368	380	338	554	479	417
GSTO1	229	237	208	249	253	181
MTHFD2	373	468	496	926	538	404
CNP	796	844	654	378	271	216
UBXN4	554	604	665	895	996	708
MGLL	491	471	457	738	536	374
DCTN2	301	349	265	516	488	361
G0S2	23	30	24	17	18	18
COL4A1	198	203	178	310	282	236
LRP1	365	388	406	645	574	410
XPOT	276	285	277	543	440	359
KIAA1522	263	245	221	401	281	232
ID1	275	348	380	220	203	136
GNS	279	249	209	358	326	255
CLIC4	530	545	682	471	418	327
BANF1	264	281	271	309	393	253
ARHGAP21	474	486	418	538	506	351
FKBP10	243	268	270	480	384	284
IDI1	184	263	268	342	407	349
CELSR1	197	210	188	416	339	246
PABPC4	172	159	156	269	251	188
SMC4	716	810	859	1169	1106	877
HELZ2	943	994	910	201	109	88
ATXN2L	793	875	892	1326	1216	868
CLIP1	329	312	353	585	488	325
METAP2	516	595	561	798	898	670
TMEM59	256	232	242	321	368	229
CMPK1	304	305	342	447	443	366
TRIM16L	445	396	336	825	751	570
NEDD4	1111	1095	1181	1839	1710	1254
PLAUR	447	469	379	228	258	162
AKAP13	975	886	882	1482	1288	903
PSMC3	211	275	237	377	331	264
AGFG1	774	852	1028	1034	1137	825
TEAD1	493	471	452	592	533	454
TMA7	321	327	339	410	396	357
ANKRD52	567	506	474	867	725	585
MKNK2	214	244	214	351	304	240
SMG1	1002	1013	1062	1534	1372	1119
NPC1	213	252	205	270	245	175
CAND1	583	607	629	839	890	657
ADD1	253	254	206	342	319	308
PRPF19	274	267	258	374	321	266
ALDH2	272	192	183	318	269	191
HECTD1	780	770	854	1335	1302	932
VAPA	565	614	642	842	911	645
NAA50	383	458	517	615	682	505
CSNK2A1	517	533	562	739	847	518
NUP98	586	573	526	759	816	591
CHPF	52	39	38	86	60	50
FOSL2	1073	1209	1108	1340	1279	857
AHCYL1	315	353	345	505	561	397
COX8A	117	130	128	216	174	121
TBCB	206	234	209	328	310	240
CELF1	856	955	1059	1318	1293	929
PPP1R14B	321	347	361	478	427	359
ERH	433	565	586	677	812	572
COX6A1	179	201	181	270	240	199
HTATIP2	553	558	560	788	753	578
ELOVL1	310	306	280	411	387	288
NUTF2	185	180	182	240	300	188
TMEM259	265	321	318	475	391	259
CHMP2A	498	541	530	850	727	500
LBH	414	477	432	592	694	596
RNPS1	480	496	429	627	566	448
POLR2B	523	510	545	792	965	636
RSAD2	280	250	148	23	18	19
KIAA0930	241	264	243	424	326	248
TMED3	166	173	157	267	228	169
HIGD1A	305	342	355	486	460	369
EHD1	421	430	451	720	476	364
PSME1	607	574	494	421	452	308
DNAJC7	432	498	456	616	669	460
UGGT1	306	273	321	413	422	367
OCIAD2	116	130	120	183	138	121
ATXN10	357	356	374	632	577	456
AATF	463	515	462	682	664	466
SMARCA5	680	703	641	536	640	409
GTF3C1	391	386	351	638	545	390
OAT	63	80	67	133	141	78
MED1	1389	1427	1506	2170	2014	1589
RANBP1	126	116	120	181	173	141
WASF2	307	284	296	543	495	332
TPX2	72	89	74	141	127	127
M6PR	565	531	514	710	805	618
FURIN	172	168	170	298	236	175
GTPBP4	902	1116	1178	1585	1702	1184
FLOT2	210	216	178	326	251	201
CTPS1	301	350	307	544	459	381
DAD1	272	301	255	404	366	339
XBP1	448	409	381	539	353	288
NCAPD2	115	126	110	137	157	140
AP1G1	665	678	707	1091	1216	861
OAS2	415	375	249	21	7	13
PRC1	133	159	137	217	222	156
HP1BP3	270	278	311	433	460	371
MAPK6	1259	1448	1569	2090	2238	1621
NOP58	809	940	1112	1111	1498	965
PPP6R1	351	333	312	552	377	325
SERP1	178	170	238	267	301	233
GORASP2	270	251	218	386	358	305
GOLGB1	919	897	823	1446	1291	983
RBM25	1129	1234	1268	1776	1805	1280
YARS	407	445	373	650	564	417
EPHX1	141	129	97	211	184	154
PARP4	398	333	319	373	346	257
MLLT6	267	284	277	315	320	201
SLK	916	953	1028	1497	1564	1017
PPP4R1	420	435	417	594	566	407
GLUD1	439	392	449	637	668	485
RNF10	491	554	518	766	737	512
PPDPF	59	67	62	115	100	61
WDR45B	699	947	1117	1258	1493	1029
STARD7	300	285	278	419	506	354
IER2	989	1088	1100	1617	1299	870
ARL6IP5	372	427	409	583	612	431
PSMD14	418	509	538	651	722	496
RSL24D1	611	713	823	1089	1243	837
CLUH	313	354	351	515	390	285
CAPG	93	90	77	133	116	89
CDK4	522	578	517	836	778	581
LAMB2	272	285	220	432	322	266
TOMM40	274	236	195	463	401	296
SNX1	627	714	637	1049	926	776
LSM4	172	182	166	293	263	196
UBE2S	56	44	51	115	78	57
APRT	146	164	158	271	187	144
TRMT112	309	359	335	503	495	388
CXCL10	26	22	11	2	3	4
EIF2S1	712	740	772	1076	1123	804
EHBP1	532	533	548	775	692	534
EMP3	335	363	320	505	516	409
ZNF638	937	959	1029	1492	1597	942
SLFN5	173	144	133	127	75	83
DGKD	741	719	725	978	895	626
PSME4	1069	1173	1231	1614	1813	1344
PSMF1	455	459	332	506	457	349
BIRC3	1639	1827	1839	2809	2442	1908
SERINC3	263	291	269	392	367	318
ZNF664	630	663	675	1012	1098	798
MAZ	202	222	248	441	338	279
QARS	186	179	195	298	260	188
MBTPS1	202	192	165	297	298	233
API5	313	316	347	454	530	376
UBL5	165	180	180	238	237	171
ACP1	472	498	497	635	784	564
TP53I3	419	428	400	724	508	484
GLS	678	648	735	926	938	679
EMC10	141	172	131	191	158	122
PRR13	184	184	164	284	275	203
HEXA	508	480	457	811	700	586
CACYBP	338	392	363	389	484	349
EIF2A	411	425	442	609	611	480
CENPF	92	95	75	155	106	87
USP5	236	240	201	310	315	260
CEACAM6	382	367	293	814	813	725
MFN2	289	344	362	507	477	372
SAR1A	422	427	379	560	620	417
RNPEP	204	177	157	320	326	244
ARHGAP35	446	504	390	834	752	535
KDM2A	890	1020	1136	1255	1404	1043
SNX17	352	342	316	556	446	393
PSMA5	351	406	439	520	565	394
CBX5	502	504	538	826	847	639
OXA1L	255	264	258	401	352	301
ILK	447	451	414	657	598	490
PLXNA1	89	79	86	174	119	93
STK24	295	273	246	329	293	254
ATP6V0C	207	221	217	309	275	192
CCNL1	3369	3790	4179	5005	5352	3870
VEZT	635	755	718	973	922	788
MDM2	2123	2217	2099	3690	2773	2867
MRPL51	184	227	205	323	336	237
EXT2	239	233	183	281	328	199
LIPA	288	269	221	151	130	133
BUB3	303	318	319	479	430	345
NOTCH2	333	366	397	550	486	407
AAMP	264	215	252	362	322	240
HDAC1	209	184	176	265	267	209
MAP2K2	227	191	230	388	266	203
CCAR1	969	1004	1094	1640	1790	1119
HADHB	244	259	236	365	359	260
TSPO	43	65	59	90	76	41
HGS	419	448	508	610	485	356
DLST	437	447	426	631	636	496
MT1E	0	0	0	0	0	0
USP34	1051	1065	1020	1552	1525	1065
MGST3	149	162	170	206	290	198
ECT2	252	299	337	413	339	271
EREG	1427	1377	1556	2334	1994	1565
PCYOX1	170	118	107	196	256	199
SEL1L	228	267	280	502	487	369
PSMA3	468	456	416	566	640	440
SP100	979	925	830	463	399	311
COX7A2L	230	249	244	333	380	273
DUSP3	829	880	833	1378	1326	1036
KLF13	288	288	289	391	397	306
TAOK1	1383	1428	1745	2295	2405	1776
MED24	200	172	180	295	274	195
DAZAP1	118	156	137	211	177	143
INPPL1	275	279	228	494	340	309
MAP1LC3B	965	1148	1233	1216	1579	1024
HERC2	400	344	378	697	655	461
CTBP2	390	489	478	736	658	534
ZC3H15	728	857	949	1214	1321	1001
MAGED1	135	104	102	199	174	128
CDC27	672	747	845	1059	1136	789
PKP3	84	109	84	195	108	96
GFPT1	358	373	390	597	520	406
CASC3	381	426	385	567	597	420
PRKCA	729	759	787	1084	1093	851
COX5A	256	266	248	273	326	241
TNFAIP1	754	833	743	1079	881	659
TRPC4AP	492	523	508	740	728	495
USO1	321	305	301	410	374	263
LMO7	938	932	994	1304	1391	921
DDX6	270	311	305	430	419	339
TIMP3	17	31	37	33	55	25
ADH5	140	122	88	160	176	121
LGR4	500	458	356	499	486	368
MBNL1	413	464	514	698	662	575
MBOAT7	300	330	262	374	321	218
PIGT	253	249	211	320	325	232
P4HA1	901	1211	1358	1451	2321	1589
SZRD1	361	393	412	480	515	413
PACSIN2	184	220	233	293	290	218
LIMCH1	850	939	1056	1301	1438	1001
SRSF11	698	769	900	1199	1256	835
ADM	2496	3748	4909	3895	4870	3285
RAB13	309	307	285	360	349	274
CPNE1	324	355	345	527	500	341
DNM2	224	228	218	438	492	328
AMOTL2	508	539	497	712	577	480
MANF	120	145	108	182	201	152
NASP	261	281	224	323	346	278
RIC8A	411	410	348	589	490	393
GSK3A	455	455	436	683	648	529
EPN1	225	206	187	334	217	160
IPO9	263	253	256	388	343	336
NSFL1C	209	228	249	354	324	232
DSG3	1	0	1	1	0	0
EFEMP1	20	26	27	19	35	16
PTPRJ	626	685	659	1047	992	795
GLRX3	387	404	416	601	613	448
C1S	692	599	516	215	237	141
SNRPG	415	478	517	613	798	552
AMOTL1	157	141	142	255	240	190
ANKRD17	526	515	469	794	769	636
BNIP3	663	1003	1221	1061	1580	1110
NDUFV2	294	252	275	339	352	255
ENAH	392	402	372	610	540	452
BIRC6	1037	1161	1090	1525	1398	1139
ARL6IP4	232	265	262	397	318	267
SHMT2	273	304	263	424	318	270
SETD5	1258	1419	1444	2047	1962	1488
DUSP6	113	141	152	164	152	123
CDK5RAP3	274	256	295	471	382	279
POMP	417	437	435	442	606	414
PPP6R3	366	370	507	633	735	517
PDXDC1	280	254	240	416	402	275
PLIN3	356	348	329	281	219	183
CNTN1	327	351	318	773	774	569
LSS	126	121	121	202	151	132
SRP68	429	464	423	651	677	500
RPA1	190	187	173	284	309	242
IGSF3	126	122	121	230	217	157
RBM42	236	229	242	401	309	191
SYMPK	400	410	398	652	567	442
DNAJB11	256	281	249	374	417	320
GART	296	306	303	423	418	342
PIP5K1A	713	763	778	1095	1071	775
EXOC7	209	221	186	309	284	218
SETD7	240	242	240	406	364	321
DHRS3	446	505	584	793	738	508
IFITM2	277	270	197	36	36	16
SEC13	194	230	217	274	271	234
CBX1	214	208	206	291	309	247
ZBTB4	454	465	489	722	667	489
DAP3	309	328	336	463	481	362
POLD4	262	272	269	396	274	221
SRP72	308	313	317	444	459	367
OCIAD1	460	479	475	741	714	542
ATP2B1	679	626	649	993	932	643
NOC2L	106	98	103	198	169	110
ARHGEF1	165	191	169	245	199	179
ANAPC5	126	138	132	233	224	177
TRIB3	803	844	967	1122	909	641
MAPK1	284	328	304	442	494	369
CTDNEP1	530	544	508	796	717	589
DUSP5	1241	1609	1522	1544	1490	1049
EBNA1BP2	152	155	136	237	212	177
RBFOX2	357	342	386	452	494	383
EIF4A3	367	528	655	439	756	482
POLR2E	112	103	102	175	154	116
DRAP1	107	152	157	301	199	163
CEBPB	940	953	1016	1145	881	656
WBP2	436	559	614	879	737	496
ADIPOR2	310	334	315	453	454	357
CNN3	139	151	155	214	264	188
SEC23B	459	482	487	692	676	534
TGFB1	238	261	195	364	277	245
OTUB1	280	290	240	417	344	243
TMEM43	228	249	217	377	344	252
PPP4C	332	375	370	505	437	357
WDR26	1059	1213	1399	1718	1731	1364
TRIP10	421	423	424	760	583	429
ATP6V1E1	256	280	242	381	364	311
KLF5	732	749	836	905	755	624
PCBD1	334	371	333	470	505	360
RBMS2	261	240	211	263	260	188
ANKFY1	598	575	564	502	540	419
CAD	181	163	122	305	261	222
GDE1	418	418	409	582	590	457
STMN1	57	89	93	111	131	89
CTSA	217	208	151	258	250	187
C4orf3	420	501	570	521	707	510
NUP210	146	175	157	269	258	191
SLC38A10	188	176	151	315	196	173
ITGB6	1	2	2	3	3	5
NIPSNAP1	217	193	140	299	259	235
EML4	460	453	451	645	709	549
ELAC2	211	193	149	271	260	227
NCSTN	152	155	124	197	186	173
ENTPD6	241	241	211	277	231	172
ZDHHC7	341	313	306	492	515	359
SLC39A6	164	186	183	188	203	163
AP2A1	202	243	214	326	286	221
AJUBA	315	297	271	638	438	376
SLC44A2	28	43	49	84	81	82
THSD4	312	281	251	465	323	299
RER1	202	244	217	325	300	226
SMG5	441	467	408	706	577	473
FOSL1	929	1115	1160	1761	1662	1321
DNAJC5	264	314	275	428	378	302
TMEM50A	265	284	260	209	229	186
FGD5-AS1	233	257	240	383	405	298
EHBP1L1	266	223	258	336	284	193
CMTM6	269	258	292	399	407	302
NPC2	122	116	104	119	133	105
CRK	435	472	443	636	731	565
VAMP3	274	278	253	350	404	309
TGIF1	332	327	295	392	294	262
PDS5A	247	264	245	366	366	273
ABLIM1	490	492	504	671	599	452
TRNP1	170	202	164	314	281	265
TRIM29	12	17	13	31	25	18
LUZP1	498	481	535	665	591	533
FKBP3	252	258	209	294	319	246
TMPO	163	171	157	202	201	148
DDX18	277	368	398	435	595	415
GGNBP2	600	616	620	928	878	702
FERMT1	49	36	22	60	49	45
WDR6	217	178	168	349	315	221
TPP1	286	249	265	397	366	332
NNMT	187	137	122	125	57	55
SAP18	284	382	332	478	453	336
IFIH1	629	528	400	54	38	24
PSEN1	347	331	293	371	372	290
PCNP	683	785	939	1214	1283	946
SLC16A1	180	196	172	238	199	182
ID3	474	433	407	493	329	268
TSPAN1	5	4	7	14	14	11
UBE2E1	446	458	475	559	564	408
CALCOCO2	468	507	458	625	564	410
EPB41L1	301	251	236	444	344	299
UBTF	228	213	176	335	299	260
AP2S1	133	132	130	172	176	124
PHLDB2	350	395	463	480	484	365
KLC1	219	253	221	349	380	282
GNL3	318	386	437	561	639	455
SNHG1	1798	2038	2009	2862	2931	2176
IFI27	317	349	212	22	16	9
LONP1	397	543	645	662	681	472
MARCKSL1	87	77	64	107	79	95
BAZ1A	774	867	892	1140	998	796
NDUFA13	82	91	67	154	133	88
PTPN1	301	303	315	368	377	295
HJURP	306	249	245	396	389	248
IVNS1ABP	187	225	226	296	345	231
CHMP1A	354	353	377	519	446	296
KHSRP	276	336	285	419	388	281
PNPT1	1011	960	892	331	304	201
DNAJC8	513	588	544	771	785	578
PTPRM	499	519	517	854	796	554
CTDSP2	428	465	416	566	623	372
EIF4G3	384	361	358	618	635	468
SRSF9	211	230	225	296	311	229
PRPF31	179	237	221	338	309	213
USF2	300	317	394	527	496	323
XPO6	485	580	503	796	741	594
ERF	493	515	488	1151	849	581
UBE2N	328	437	429	530	625	476
TRAPPC1	278	291	243	424	404	308
LPGAT1	742	722	771	976	1036	743
DLG5	311	274	237	441	415	328
PFKL	219	264	216	453	340	260
RSRC2	2240	2730	3009	3591	4514	2760
TTC3	209	181	232	394	440	322
CCND2	2	2	3	1	1	2
URI1	369	406	466	693	765	556
KRT15	12	15	14	20	9	12
C12orf75	260	284	316	502	487	368
SOX9	622	739	905	1550	1516	958
RBM8A	312	365	380	460	551	372
DYNLRB1	210	228	217	320	339	205
ATRAID	151	138	108	208	236	153
LRPAP1	122	122	113	218	154	145
DDX27	251	238	241	394	386	294
MT1X	333	477	481	343	423	279
PES1	317	324	349	510	509	371
EFNA1	3281	3647	3885	5524	4716	3377
SHKBP1	262	285	281	377	343	235
NDUFV1	87	106	85	167	132	106
RRM1	227	250	229	321	281	235
SPATA20	289	316	260	625	492	340
MTCH2	256	248	266	394	443	307
WNT7B	236	219	223	441	334	220
LTBP3	189	179	223	350	253	236
SNX6	400	390	415	482	515	337
NDUFB8	143	133	120	232	167	137
